표준버스정류장ID,버스정류장ARS번호,역명
116000140,17231,구일우성아파트
116000141,17232,구일우성아파트
116000142,17233,개봉역
116000143,17234,개봉역
116000144,17235,개봉1동사거리.개봉푸르지오아파트
116000145,17236,개봉1동사거리
116000146,17237,구로1동우체국
116000147,17238,구일우성아파트
116000148,17239,디지털단지입구
116000149,17240,구로보건소
116000151,17242,구일우성아파트
116000153,17245,남구로역
116000155,17247,구로남초등학교
116000156,17248,연세중앙교회
116000157,17251,동양빌라
116000158,17252,남구로역6번출구
116000159,17253,궁동입구
116000160,17254,현대아파트
116000161,17255,롯데아파트
116000162,17256,구로역.NC신구로점
116000163,17257,롯데아파트
116000164,17258,제중병원
116000177,17195,서서울생활과학고.궁동도서관
116000194,17289,온수동종점
116000195,17290,온수동종점
116000196,17291,신도림생활체육관.우성3차아파트
116000197,17292,우성3차아파트
116000198,17293,구로구청
116000200,17296,대림역
116000201,17297,구로중학교
116000202,17298,우신고등학교후문
116000203,17299,동양빌라
116000204,17300,궁동입구
116000205,17301,윤성빌라
116000206,17302,궁동사회복지관
116000207,17303,원각사입구
116000233,17629,구로보건소.금호새솔아파트
116000287,17306,거성푸르뫼아파트
116000288,17305,거성푸르뫼아파트
116000292,17754,알뜰슈퍼(가상)
116000296,17365,푸른수목원후문.저수지앞
116000297,17369,푸른수목원후문.저수지앞
116000304,17368,매화빌라
116000305,17366,매화빌라
116000346,17819,세븐일레븐(가상)
116000352,17825,하나마트(가상)
116000354,17827,진흥슈퍼(가상)
116000357,17830,신도림자동차학원(가상)
116000358,17831,우성아파트
116000361,17834,신도림역
116000372,17015,구로디지털단지역환승센터
116000381,17855,신도림동아3차아파트
116000388,17862,우신중고등학교후문
116000389,17863,구로보건소
116000445,17304,동부골든아파트
116000446,17309,동부골든.한신플러스타운
116000447,17308,오류동삼거리
116000448,17307,오류동삼거리
116000563,17310,구로역.나인스애비뉴
116000565,17600,천왕역1번출구
116000568,17700,천왕이펜하우스2단지
116000579,17701,구로우체국.이펜하우스3단지후문
116000583,17410,연지마을
116000584,17260,구로중앙하이츠아파트.화원복지관
116000585,17261,신동아미래지움아파트
116000586,17259,구로역
116000587,17899,보성운수기종점
116000589,17801,금강수목원아파트
116000590,17704,금강수목원아파트
116000591,17315,동부골든아파트후문
116000592,17697,동삼빌라
116000593,17460,천왕이펜하우스6단지후문
116000594,17986,천왕이펜하우스5단지
116000595,17987,천왕이펜하우스3.4단지
116000596,17262,초롱타운아파트
116000597,17399,연지타운2단지
116000598,17397,연지타운2단지
116000605,17196,오남중학교.삼미주택
116000606,17197,오남중학교
116000607,17755,성락교회크리스천선교센터
116000609,17243,개봉역
116000611,17314,동부골든아파트후문
116000612,17246,개봉고가
116000613,17312,개봉1동사거리
116000614,17311,개봉1동사거리
116000615,18227,스타밸리앞
116000616,17157,솔길공원
116000617,17158,GS25
116000618,17156,초롱타운회전교차로
116000619,17150,두암빌라
116000620,17515,경북슈퍼마켓
116000621,17222,쌍용구로정비사업소
116000622,17221,우리유엔미아파트
116000624,17400,원각사입구
116000627,17160,항동우남퍼스트빌
116000628,17361,푸른수목원
116000629,17362,항동복합행정센터
116000630,17363,푸른수목원
116000631,17364,항동복합행정센터
116000632,17712,항동하버라인10단지
116000633,17359,항동하버라인3단지
116000634,17360,항동하버라인3단지
116000635,17389,디지털단지오거리
116000636,18151,디지털단지오거리.가산파출소
116000637,17371,항동하버라인2단지
116000638,17370,항동중흥S클래스
116000639,17802,항동하버라인4단지
116000640,17804,별장쉐르빌앞
116000641,17806,덕일전자공업고등학교
116000643,17808,항동하버라인4단지.푸른수목원
116000644,17809,항동하버라인3단지아파트
116000645,17161,구로SKV1지식산업센터
116000646,17456,경남아너스빌아파트
116000647,17178,영풍마드레빌아파트.소공원사거리
116000648,17249,가리봉파출소
116900001,17694,구로구민회관
116900002,17690,SK허브수.한신아파트
116900003,17689,삼성그린빌라
116900004,17686,거성푸르뫼아파트입구
116900005,17684,우성꿈동산.산업인아파트
116900006,17682,유한공고.성공회대앞
116900007,17678,영림중학교
116900008,17677,하이츠.영화.우방.한국현대
116900009,17673,작은굴다리
116900010,17619,개봉한진아파트.기점
116900011,17615,동진빌라.오정초등학교
116900012,17598,구로고.구로도서관
116900013,17597,GS25.한신아파트
116900014,17596,거성아파트
116900015,17594,삼원목욕탕
116900016,17593,건강약국
116900017,17592,개봉3동주민센터
116900018,17591,현대2차APT
116900019,17590,구민체육센터후문
116900020,17588,온수역
116900023,17584,오류고등학교.수궁동복지회관
116900024,17583,오류중학교
116900025,17582,개봉중학교
116900026,17581,개봉전화국
116900027,17580,현대IPARK정문
116900028,17579,진성아파트
116900029,17577,럭비구장
116900031,17573,현대별장맨션타운4차.덕성교회
116900032,17572,건강약국
116900033,17570,현대IPARK후문
116900034,17569,덕의공원
116900035,17568,리가아파트
116900036,17566,오류동교회
116900038,17563,우신중.고후문
116900041,17560,철산교앞
116900042,17559,고척2동주민센터.고척지구대
116900043,17558,센츄리아파트
116900047,17555,온수역
116900049,17551,양우아파트
116900050,17550,고척시장
116900051,17549,서해그랑블아파트.금강수목원아파트후문
116900052,17547,월드아파트
116900055,17544,온수초교후문
116900057,17541,경남아파트앞
116900058,17540,청구아파트후문
116900059,17539,금강수목원아파트정문.동도아트빌
116900060,17536,한일유엔아이APT.현대로얄APT
116900062,17533,우신중.고후문
116900064,17530,대우아파트
116900065,17529,고척1동주민센터.한효아파트
116900067,17527,대림3차아파트
116900068,17526,구로2동지하차도입구
116900070,17524,현대별장맨션타운4차.덕성교회
116900072,17521,성화단지앞
116900073,17520,서울가든아파트
116900074,17519,남부교회
116900076,17514,오류고등학교.수궁동복지회관
116900077,17513,낙원할인마트
116900078,17512,삼환로노즈빌아파트
116900079,17511,새마을금고사거리
116900080,17510,오류2동주민센터.오류남초교
116900081,17509,세곡초등학교
116900082,17507,구로고대병원정문
116900083,17506,이마트
116900084,17503,보람아파트
116900085,17502,개봉1동주민센터
116900086,17501,영등포구치소
116900088,17499,대림6차태영프라자
116900090,17497,세븐일레븐편의점
116900091,17483,신도림중학교
116900092,17491,용두연립
116900093,17472,구로디지털단지역
116900094,17474,대림역4번출구
116900095,17475,동아1차APT105동
116900096,17476,오류동역.시장입구
116900097,17479,개봉역
116900098,17481,구.사조참치
116900099,17486,123전자타운.2001아울렛
116900100,17488,개봉3동주민센터
116900101,17489,국민은행.구로구민회관.구로아트밸리
116900103,17492,남부종합상가
116900104,17493,고척공구상가
116900105,17494,개봉전화국
116900106,17477,개봉한진아파트.기점
116900107,17478,개봉역
116900110,17485,우리은행앞
116900111,17985,천왕이펜하우스6단지
116900112,17984,천왕이펜하우스4단지
116900113,17982,천왕역2번출구
116900116,17974,KEB하나은행
116900117,17970,구일초등학교.구일고등학교
116900118,17967,구로디지털단지역
116900120,17963,구로1동주민센터.연예인APT
116900121,17962,구일고교.구일초등학교
116900122,17960,구로1동주민센터.연예인APT
116900123,17959,구로주공.구일우성APT
116900124,17956,고척근린시장
116900125,17955,금강수목원아파트정문
116900126,17954,1호선구일역
116900128,17950,동아1차아파트105동
116900129,17948,현대우성아파트
116900130,17947,신도림역
116900131,17946,대림6차태영프라자
116900132,17945,대림5차아파트.신도림주민센터
116900133,17943,대림1.2차아파트
116900134,17942,미성아파트
116900136,17938,구로고.구로도서관
116900137,17937,영림중학교
116900138,17936,강서수도사업소.민원센터
116900139,17935,구로구청
116900140,17933,동구로새마을금고
116900141,17931,구로시장.남구로시장
116900142,17930,남부종합상가
116900143,17929,구로3동주민센터.삼성래미안아파트
116900144,17928,송기산내과의원.기업은행365코너
116900145,17927,해피랜드
116900147,17925,에이스테크노타워
116900148,17924,오류2동주민센터.오류남초교
116900149,17922,삼환로즈빌아파트
116900150,17921,남부교회
116900151,17920,구로디지털단지입구
116900153,17918,성화단지앞
116900154,17917,123전자타운.2001아울렛
116900155,17916,오남중학교.삼미주택
116900157,17913,대우아파트
116900158,17912,공구상가
116900159,17911,구로3동현대아파트
116900160,17910,구로고대병원후문
116900161,17909,신도림역2번출구
116900162,17908,남부주유소
116900163,17907,경남아파트
116900164,17906,고척초등학교
116900165,17904,대우자동차정비소
116900166,17902,영화APT
116900167,17901,백제약국
116900168,17900,새마을금고사거리
116900169,17889,에이스테크노타워
116900170,17888,구로시장.남구로시장입구
116900171,17887,대상APT
116900172,17886,고척사거리.고척파크프리지오
116900173,17864,서울가든아파트
116900174,17846,동삼빌라
116900175,17838,해피랜드
116900178,17807,개명초교
116900179,17803,고척2동주민센터.고척지구대
116900180,17792,고척1동주민센터.한효아파트
116900182,17773,구로3동주민센터.삼성래미안아파트
116900183,17772,구일우성아파트
